new_name;reference.period.other.than.survey.period;label_english;L_CoronavirusImpact_wave6_2p.dta;L_CoronavirusImpact_wave5_3p.dta;L_CoronavirusImpact_wave4_4p.dta;L_CoronavirusImpact_wave3_4p.dta;L_CoronavirusImpact_4.0p.dta;L_CoronavirusImpact_3p.dta;type;categories_english;ordered;topic_english;question_group
impact_mental_prim_child1;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: His mental health this year;;;;v5a_bokind1;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_friendships_prim_child1;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: friendships of child this year;;;;v5b_bokind1;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_grades_dutch_prim_child1;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: school grades for the subject of Dutch in the coming school year in relation to other students in the class;;;;v5c_bokind1;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_grades_prim_child1;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: school grades in proportion to other class members;;;;v5d_bokind1;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_college_prim_child1;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: His chance to go to college;;;;v5e_bokind1;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_career_prim_child1;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: His longterm career;;;;v5f_bokind1;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_mental_prim_child2;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: His mental health this year;;;;v5a_bokind2;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_friendships_prim_child2;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: friendships of child this year;;;;v5b_bokind2;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_grades_dutch_prim_child2;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: school grades for the subject of Dutch in the coming school year in relation to other students in the class;;;;v5c_bokind2;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_grades_prim_child2;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: school grades in proportion to other class members;;;;v5d_bokind2;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_college_prim_child2;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: His chance to go to college;;;;v5e_bokind2;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_career_prim_child2;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: His longterm career;;;;v5f_bokind2;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_mental_prim_child3;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: His mental health this year;;;;v5a_bokind3;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_friendships_prim_child3;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: friendships of child this year;;;;v5b_bokind3;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_grades_dutch_prim_child3;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: school grades for the subject of Dutch in the coming school year in relation to other students in the class;;;;v5c_bokind3;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_grades_prim_child3;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: school grades in proportion to other class members;;;;v5d_bokind3;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_college_prim_child3;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: His chance to go to college;;;;v5e_bokind3;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_career_prim_child3;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: His longterm career;;;;v5f_bokind3;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_mental_prim_child4;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: His mental health this year;;;;v5a_bokind4;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_friendships_prim_child4;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: friendships of child this year;;;;v5b_bokind4;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_grades_dutch_prim_child4;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: school grades for the subject of Dutch in the coming school year in relation to other students in the class;;;;v5c_bokind4;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_grades_prim_child4;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: school grades in proportion to other class members;;;;v5d_bokind4;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_college_prim_child4;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: His chance to go to college;;;;v5e_bokind4;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_career_prim_child4;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: His longterm career;;;;v5f_bokind4;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_mental_prim_child5;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: His mental health this year;;;;v5a_bokind5;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_friendships_prim_child5;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: friendships of child this year;;;;v5b_bokind5;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_grades_dutch_prim_child5;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: school grades for the subject of Dutch in the coming school year in relation to other students in the class;;;;v5c_bokind5;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_grades_prim_child5;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: school grades in proportion to other class members;;;;v5d_bokind5;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_college_prim_child5;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: His chance to go to college;;;;v5e_bokind5;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_career_prim_child5;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: His longterm career;;;;v5f_bokind5;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_mental_sec_child1;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: His mental health this year;;;;v5a_vokind1;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_friendships_sec_child1;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: friendships of child this year;;;;v5b_vokind1;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
impact_grades_dutch_sec_child1;;We would like to know what, in your opinion, is the impact of closing the school (on March 16) on children when it comes to: school grades for the subject of Dutch in the coming school year in relation to other students in the class;;;;v5c_vokind1;;;category;very negative influence|negative influence|no influence|positive influence|very positive influence;TRUE;Childcare;v5_bokind
